customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalSpending,AvgMonthlySpending,CLV,ServiceUsageScore,Tenure_0_12,Tenure_13_24,Tenure_25_48,Tenure_48_plus,Charges_Low,Charges_High,ContractRisk,SeniorCitizenFamily,Payment_0,Payment_1,Payment_2,Payment_3,Internet_0,Internet_1,Internet_2
8944-AILEF,1,0,1,0,15,1,0,2,0,0,0,0,0,0,0,1,1,19.45,340.85,0,291.75,22.723333333333336,291.75,0,0,1,0,0,1,0,3,0,False,True,False,False,False,False,True
5542-NKVRU,0,0,0,0,42,1,0,2,0,0,0,0,0,0,2,1,0,20.75,844.45,0,871.5,20.10595238095238,871.5,0,0,0,1,0,1,0,1,0,True,False,False,False,False,False,True
7126-RBHSD,0,0,1,0,17,1,1,1,1,0,0,0,0,0,0,0,2,78.9,1348.95,0,1341.3000000000002,79.35000000000001,1341.3000000000002,1,0,1,0,0,0,0,3,0,False,False,True,False,False,True,False
5370-IIVVL,1,0,0,0,37,1,1,1,0,1,0,1,1,1,1,1,1,104.5,3778.0,0,3866.5,102.10810810810811,3866.5,4,0,0,1,0,0,1,2,0,False,True,False,False,False,True,False
6789-HJBWG,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0,1,2,49.4,611.65,0,592.8,50.97083333333333,592.8,1,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
3927-NLNRY,1,0,1,0,53,1,0,1,0,1,0,0,1,1,1,1,0,94.25,4867.95,1,4995.25,91.84811320754717,4995.25,3,0,0,0,1,0,1,2,0,True,False,False,False,False,True,False
9087-EYCPR,0,0,0,0,60,1,1,2,0,0,0,0,0,0,2,0,3,25.0,1505.05,0,1500.0,25.084166666666665,1500.0,0,0,0,0,1,1,0,1,0,False,False,False,True,False,False,True
6791-YBNAK,1,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,1,25.55,467.85,0,459.90000000000003,25.991666666666667,459.90000000000003,0,0,1,0,0,1,0,3,0,False,True,False,False,True,False,False
6358-LYNGM,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,74.9,74.9,1,74.9,74.9,74.9,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
6077-BDPXA,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,194.2,0,210.45000000000002,64.73333333333333,210.45000000000002,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
0013-MHZWF,0,0,0,1,9,1,0,0,0,0,0,1,1,1,0,1,1,69.4,571.45,0,624.6,63.49444444444445,624.6,3,1,0,0,0,0,0,3,0,False,True,False,False,True,False,False
5494-HECPR,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,80.25,80.25,1,80.25,80.25,80.25,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
8268-YDIXR,1,0,1,0,56,1,1,1,1,1,1,0,0,0,1,1,2,93.15,5253.95,0,5216.400000000001,93.82053571428571,5216.400000000001,3,0,0,0,1,0,1,2,0,False,False,True,False,False,True,False
9824-BEMCV,1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1149.65,1,1173.0,67.62647058823529,1173.0,0,0,1,0,0,0,0,3,0,False,False,True,False,False,True,False
1373-ORVIZ,0,0,1,1,11,1,1,0,0,0,0,1,0,1,0,1,2,66.35,740.8,1,729.8499999999999,67.34545454545454,729.8499999999999,2,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
4291-SHSBH,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0,486.84999999999997,74.47857142857143,486.84999999999997,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
6980-IMXXE,0,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,0,20.2,1412.65,0,1393.8,20.473188405797103,1393.8,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
9866-QEVEE,1,0,0,0,19,1,1,1,0,0,0,0,0,1,0,1,0,86.0,1532.45,1,1634.0,80.65526315789474,1634.0,1,0,1,0,0,0,0,3,0,True,False,False,False,False,True,False
9897-KXHCM,0,0,1,1,3,1,0,1,0,0,0,0,0,1,0,1,2,80.3,250.05,1,240.89999999999998,83.35000000000001,240.89999999999998,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
0040-HALCW,1,0,1,1,54,1,0,2,0,0,0,0,0,0,2,0,1,20.4,1090.6,0,1101.6,20.196296296296296,1101.6,0,0,0,0,1,1,0,1,0,False,True,False,False,False,False,True
0784-GTUUK,1,0,1,0,62,1,1,2,0,0,0,0,0,0,1,1,1,23.75,1446.8,0,1472.5,23.335483870967742,1472.5,0,0,0,0,1,1,0,2,0,False,True,False,False,False,False,True
7979-CORPM,1,0,0,0,24,1,1,1,0,1,0,0,1,0,0,1,1,90.55,2282.55,1,2173.2,95.10625,2173.2,2,0,1,0,0,0,1,3,0,False,True,False,False,False,True,False
2294-DMMUS,0,0,1,1,62,1,1,0,0,0,0,0,1,1,0,1,1,70.45,4300.45,0,4367.900000000001,69.36209677419355,4367.900000000001,2,0,0,0,1,0,0,3,0,False,True,False,False,True,False,False
0872-JCPIB,1,0,0,0,17,1,1,0,1,0,0,0,0,1,0,0,0,65.75,1111.2,0,1117.75,65.36470588235295,1117.75,2,0,1,0,0,0,0,3,0,True,False,False,False,True,False,False
3055-MJDSB,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3,24.6,190.1,0,221.4,21.12222222222222,221.4,0,1,0,0,0,1,0,3,0,False,False,False,True,True,False,False
9091-WTUUY,1,0,1,1,64,1,0,0,1,0,1,1,1,0,2,0,3,69.25,4447.75,0,4432.0,69.49609375,4432.0,4,0,0,0,1,0,0,1,0,False,False,False,True,True,False,False
1618-CFHME,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,2,75.9,143.35,1,151.8,71.675,151.8,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
3165-HDOEW,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1,45.85,45.85,45.85,0,1,0,0,0,0,0,3,0,False,False,False,True,True,False,False
6581-NQCBA,0,0,1,0,16,0,0,0,0,0,0,1,1,1,0,1,2,49.95,810.2,1,799.2,50.6375,799.2,3,0,1,0,0,0,0,3,0,False,False,True,False,True,False,False
7115-IRDHS,0,0,1,0,72,1,1,2,0,0,0,0,0,0,2,0,0,24.65,1830.05,0,1774.8,25.41736111111111,1774.8,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
8496-DMZUK,1,0,0,0,30,1,1,1,1,1,1,0,0,0,1,0,0,90.4,2820.65,0,2712.0,94.02166666666668,2712.0,3,0,0,1,0,0,1,2,0,True,False,False,False,False,True,False
2040-VZIKE,0,0,1,0,49,1,1,1,1,0,0,0,1,1,0,1,3,100.85,4847.35,0,4941.65,98.92551020408165,4941.65,3,0,0,0,1,0,1,3,0,False,False,False,True,False,True,False
9068-VPWQQ,1,0,1,0,61,1,1,0,1,0,1,1,0,1,2,0,1,75.35,4729.3,0,4596.349999999999,77.52950819672131,4596.349999999999,4,0,0,0,1,0,0,1,0,False,True,False,False,True,False,False
0178-SZBHO,1,0,1,1,47,1,1,1,0,1,0,0,1,0,0,0,2,87.2,4017.45,0,4098.400000000001,85.47765957446808,4098.400000000001,2,0,0,1,0,0,0,3,0,False,False,True,False,False,True,False
0384-RVBPI,1,0,0,0,20,1,0,0,1,0,1,0,0,1,0,0,1,64.4,1398.6,0,1288.0,69.92999999999999,1288.0,3,0,1,0,0,0,0,3,0,False,True,False,False,True,False,False
1689-MRZQR,1,0,1,1,34,1,0,1,0,0,0,0,1,0,0,0,2,78.3,2564.3,1,2662.2,75.42058823529412,2662.2,1,0,0,1,0,0,0,3,0,False,False,True,False,False,True,False
1299-AURJA,0,0,1,1,70,1,1,2,0,0,0,0,0,0,2,0,0,24.7,1685.9,0,1729.0,24.084285714285716,1729.0,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
4525-VZCZG,1,0,0,1,54,1,0,1,1,1,0,1,1,1,1,1,2,105.85,5826.65,0,5715.9,107.90092592592592,5715.9,5,0,0,0,1,0,1,2,0,False,False,True,False,False,True,False
1543-LLLFT,1,1,1,0,61,1,1,1,0,1,1,1,1,0,1,1,3,98.3,6066.55,0,5996.3,99.4516393442623,5996.3,4,0,0,0,1,0,1,2,1,False,False,False,True,False,True,False
5835-BEQEU,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,2,76.95,228.4,1,230.85000000000002,76.13333333333334,230.85000000000002,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
2788-CJQAQ,1,0,0,0,13,1,0,2,0,0,0,0,0,0,1,0,3,19.45,270.2,0,252.85,20.784615384615385,252.85,0,0,1,0,0,1,0,2,0,False,False,False,True,False,False,True
5565-FILXA,0,1,0,0,16,1,1,1,0,0,0,0,1,1,0,1,2,96.15,1529.2,1,1538.4,95.575,1538.4,2,0,1,0,0,0,1,3,0,False,False,True,False,False,True,False
0319-QZTCO,0,0,1,1,3,1,0,0,0,1,0,0,1,0,0,1,1,58.7,168.6,0,176.10000000000002,56.199999999999996,176.10000000000002,2,1,0,0,0,0,0,3,0,False,True,False,False,True,False,False
2120-SMPEX,1,0,0,0,25,1,0,2,0,0,0,0,0,0,0,1,3,20.15,536.35,0,503.74999999999994,21.454,503.74999999999994,0,0,0,1,0,1,0,3,0,False,False,False,True,False,False,True
0096-FCPUF,1,0,0,0,30,1,1,0,1,0,0,0,0,1,0,1,3,64.5,1888.45,0,1935.0,62.94833333333334,1935.0,2,0,0,1,0,0,0,3,0,False,False,False,True,True,False,False
0668-OGMHD,0,0,1,0,21,0,0,0,1,0,0,0,0,0,0,0,2,28.5,629.35,0,598.5,29.969047619047622,598.5,1,0,1,0,0,1,0,3,0,False,False,True,False,True,False,False
5552-ZNFSJ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1,45.3,45.3,45.3,0,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
2223-KAGMX,0,0,0,0,15,1,0,2,0,0,0,0,0,0,0,0,0,19.4,289.3,1,291.0,19.28666666666667,291.0,0,0,1,0,0,1,0,3,0,True,False,False,False,False,False,True
6507-ZJSUR,1,1,1,0,23,1,0,1,0,0,0,0,1,1,0,1,2,90.45,2117.25,0,2080.35,92.05434782608695,2080.35,2,0,1,0,0,0,1,3,1,False,False,True,False,False,True,False
9408-HRXRK,0,0,1,1,45,1,1,1,1,1,0,0,1,1,0,1,2,105.15,4730.9,0,4731.75,105.1311111111111,4731.75,4,0,0,1,0,0,1,3,0,False,False,True,False,False,True,False
5593-SUAOO,0,0,1,1,24,1,1,1,0,1,1,0,0,0,1,0,0,83.15,2033.05,0,1995.6000000000001,84.71041666666666,1995.6000000000001,2,0,1,0,0,0,0,2,0,True,False,False,False,False,True,False
7321-PKUYW,0,0,0,0,11,1,1,1,0,0,0,1,1,0,0,0,2,90.15,987.95,1,991.6500000000001,89.81363636363636,991.6500000000001,2,1,0,0,0,0,1,3,0,False,False,True,False,False,True,False
2833-SLKDQ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,45.05,1,45.05,45.05,45.05,0,1,0,0,0,0,0,3,0,False,False,False,True,True,False,False
6766-HFKLA,0,0,1,0,56,1,1,1,0,0,1,1,1,1,2,0,0,103.2,5744.35,0,5779.2,102.57767857142858,5779.2,4,0,0,0,1,0,1,1,0,True,False,False,False,False,True,False
7595-EUIVN,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,75.8,75.8,1,75.8,75.8,75.8,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
7617-EYGLW,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,19.45,19.45,0,19.45,19.45,19.45,0,1,0,0,0,1,0,3,0,False,False,True,False,False,False,True
2026-TGDHM,0,0,0,0,7,1,0,1,0,0,0,0,0,1,0,1,2,79.3,523.15,1,555.1,74.73571428571428,555.1,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
9220-ZNKJI,0,1,1,0,55,1,0,1,0,0,1,1,1,0,2,0,1,88.8,4805.3,0,4884.0,87.36909090909091,4884.0,3,0,0,0,1,0,0,1,1,False,True,False,False,False,True,False
4030-VPZBD,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,30.9,59.05,1,61.8,29.525,61.8,1,1,0,0,0,1,0,3,0,False,False,True,False,True,False,False
2226-ICFDO,0,0,1,1,72,1,1,0,1,0,1,1,1,1,2,1,1,85.9,6110.75,0,6184.8,84.87152777777777,6184.8,5,0,0,0,1,0,0,1,0,False,True,False,False,True,False,False
0723-VSOBE,0,1,0,0,45,0,0,0,0,0,0,0,0,1,1,0,2,34.2,1596.6,0,1539.0000000000002,35.48,1539.0000000000002,1,0,0,1,0,1,0,2,0,False,False,True,False,True,False,False
5529-GIBVH,0,0,0,0,47,1,0,2,0,0,0,0,0,0,2,0,3,20.15,1046.2,0,947.05,22.25957446808511,947.05,0,0,0,1,0,1,0,1,0,False,False,False,True,False,False,True
4187-CINZD,0,1,0,0,46,1,0,1,0,1,0,0,1,1,1,0,1,95.25,4424.2,1,4381.5,96.17826086956521,4381.5,3,0,0,1,0,0,1,2,0,False,True,False,False,False,True,False
9992-UJOEL,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,3,50.3,92.75,0,100.6,46.375,100.6,1,1,0,0,0,0,0,3,0,False,False,False,True,True,False,False
4741-WWJQZ,0,0,1,0,2,1,0,1,1,0,0,1,0,0,0,1,2,80.15,194.55,0,160.3,97.275,160.3,2,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
6625-UTXEW,0,0,1,0,12,1,0,0,0,1,0,0,0,0,0,1,2,51.25,612.1,0,615.0,51.00833333333333,615.0,1,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
6818-WOBHJ,0,1,1,0,68,1,1,1,0,1,0,0,0,1,0,1,0,89.6,6127.6,1,6092.799999999999,90.11176470588236,6092.799999999999,2,0,0,0,1,0,0,3,1,True,False,False,False,False,True,False
6244-BESBM,1,0,1,1,69,1,0,1,0,0,0,1,1,1,2,1,1,95.2,6671.7,0,6568.8,96.69130434782609,6568.8,3,0,0,0,1,0,1,1,0,False,True,False,False,False,True,False
1004-NOZNR,1,1,0,1,56,1,0,1,1,0,0,0,1,1,1,0,1,94.8,5264.3,0,5308.8,94.00535714285715,5308.8,3,0,0,0,1,0,1,2,1,False,True,False,False,False,True,False
1251-STYSZ,0,1,0,0,4,1,1,1,1,0,0,0,0,0,0,1,2,80.25,303.7,0,321.0,75.925,321.0,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
2612-PHGOX,1,0,1,0,64,1,1,0,0,1,1,1,1,0,2,1,0,76.1,4818.8,0,4870.4,75.29375,4870.4,4,0,0,0,1,0,0,1,0,True,False,False,False,True,False,False
2408-TZMJL,1,0,1,0,59,1,1,1,1,1,1,0,1,1,1,1,2,110.15,6448.05,1,6498.85,109.28898305084746,6498.85,5,0,0,0,1,0,1,2,0,False,False,True,False,False,True,False
8480-PPONV,1,0,1,1,62,1,1,1,1,1,1,1,1,1,2,0,0,115.55,7159.05,0,7164.099999999999,115.46854838709677,7164.099999999999,6,0,0,0,1,0,1,1,0,True,False,False,False,False,True,False
8780-IHCRN,1,0,1,1,63,1,1,2,0,0,0,0,0,0,2,0,1,24.65,1574.5,0,1552.9499999999998,24.99206349206349,1552.9499999999998,0,0,0,0,1,1,0,1,0,False,True,False,False,False,False,True
4598-ZADCK,0,0,0,0,53,0,0,0,1,1,1,1,1,0,1,1,2,53.6,2879.2,0,2840.8,54.32452830188679,2840.8,5,0,0,0,1,0,0,2,0,False,False,True,False,True,False,False
1257-SXUXQ,1,0,1,1,5,1,0,2,0,0,0,0,0,0,0,0,3,19.45,86.05,0,97.25,17.21,97.25,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
9681-KYGYB,1,1,1,0,49,1,1,1,1,1,1,0,0,0,0,1,2,88.2,4159.45,0,4321.8,84.88673469387754,4321.8,3,0,0,0,1,0,0,3,1,False,False,True,False,False,True,False
7182-OVLBJ,0,0,1,1,62,1,1,1,1,0,0,0,1,1,2,1,0,101.15,6638.35,0,6271.3,107.07016129032259,6271.3,3,0,0,0,1,0,1,1,0,True,False,False,False,False,True,False
5095-ETBRJ,0,0,1,0,55,1,0,0,1,1,0,1,0,0,2,0,3,56.8,3112.05,0,3124.0,56.582727272727276,3124.0,3,0,0,0,1,0,0,1,0,False,False,False,True,True,False,False
7005-CYUIL,0,1,1,0,71,1,0,1,1,1,1,1,1,0,2,1,2,99.4,7168.25,0,7057.400000000001,100.96126760563381,7057.400000000001,5,0,0,0,1,0,1,1,1,False,False,True,False,False,True,False
4821-WQOYN,0,0,1,1,72,1,0,2,0,0,0,0,0,0,2,1,1,20.1,1326.25,0,1447.2,18.42013888888889,1447.2,0,0,0,0,1,1,0,1,0,False,True,False,False,False,False,True
4730-AWNAU,1,0,1,1,36,0,0,0,1,0,1,1,1,1,1,0,1,60.7,2234.55,0,2185.2000000000003,62.07083333333334,2185.2000000000003,5,0,0,1,0,0,0,2,0,False,True,False,False,True,False,False
3452-FLHYD,1,0,1,0,25,1,0,2,0,0,0,0,0,0,1,1,0,20.95,495.15,0,523.75,19.805999999999997,523.75,0,0,0,1,0,1,0,2,0,True,False,False,False,False,False,True
2388-LAESQ,0,1,1,0,72,1,1,1,1,1,1,1,1,1,2,1,0,114.85,8317.95,0,8269.199999999999,115.52708333333334,8269.199999999999,6,0,0,0,1,0,1,1,1,True,False,False,False,False,True,False
9531-NSBMR,0,0,0,0,36,1,0,2,0,0,0,0,0,0,1,1,0,19.25,679.8,0,693.0,18.883333333333333,693.0,0,0,0,1,0,1,0,2,0,True,False,False,False,False,False,True
6260-ONULR,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,3,62.8,62.8,0,62.8,62.8,62.8,2,1,0,0,0,0,0,3,0,False,False,False,True,True,False,False
4389-UEFCZ,0,0,1,0,72,1,1,1,1,0,1,0,1,1,2,1,2,105.5,7544.0,0,7596.0,104.77777777777777,7596.0,4,0,0,0,1,0,1,1,0,False,False,True,False,False,True,False
8711-LOBKY,1,0,1,1,59,1,0,2,0,0,0,0,0,0,2,0,3,19.85,1188.25,0,1171.15,20.139830508474578,1171.15,0,0,0,0,1,1,0,1,0,False,False,False,True,False,False,True
9134-CEQMF,1,1,1,0,7,1,0,1,0,0,0,0,1,1,0,1,2,89.5,676.7,1,626.5,96.67142857142858,626.5,2,1,0,0,0,0,0,3,1,False,False,True,False,False,True,False
8985-OOPOS,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,74.1,74.1,0,74.1,74.1,74.1,4,1,0,0,0,0,0,2,0,False,True,False,False,True,False,False
8800-ZKRFW,0,0,1,1,30,1,1,1,0,1,1,1,1,1,0,1,2,107.5,3242.5,0,3225.0,108.08333333333333,3225.0,5,0,0,1,0,0,1,3,0,False,False,True,False,False,True,False
2616-FLVQC,1,0,0,0,64,1,0,2,0,0,0,0,0,0,2,0,3,19.55,1240.15,0,1251.2,19.37734375,1251.2,0,0,0,0,1,1,0,1,0,False,False,False,True,False,False,True
9968-FFVVH,1,0,0,0,63,1,1,0,1,1,1,1,0,0,1,0,0,68.8,4111.35,0,4334.4,65.25952380952381,4334.4,4,0,0,0,1,0,0,2,0,True,False,False,False,True,False,False
3108-PCCGG,1,1,1,0,72,1,1,0,1,1,1,0,1,1,2,0,1,84.45,5899.85,0,6080.400000000001,81.94236111111111,6080.400000000001,5,0,0,0,1,0,0,1,1,False,True,False,False,True,False,False
7993-PYKOF,1,0,1,0,8,1,0,1,1,0,0,0,0,0,0,0,2,75.0,632.95,1,600.0,79.11875,600.0,1,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
8390-FESFV,0,0,0,0,62,1,1,0,0,1,1,1,1,1,2,0,0,84.5,5193.2,0,5239.0,83.76129032258065,5239.0,5,0,0,0,1,0,0,1,0,True,False,False,False,True,False,False
3022-BEXHZ,1,0,1,1,67,1,1,1,0,1,1,1,1,1,2,1,0,111.2,7530.8,0,7450.400000000001,112.4,7450.400000000001,5,0,0,0,1,0,1,1,0,True,False,False,False,False,True,False
5027-XWQHA,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,270.95,1,268.5,45.15833333333333,268.5,0,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
6248-TKCQV,0,0,1,1,70,1,1,0,1,0,0,1,1,1,2,1,0,80.6,5460.2,0,5642.0,78.00285714285714,5642.0,4,0,0,0,1,0,0,1,0,True,False,False,False,True,False,False
6729-GDNGC,0,1,0,0,20,1,0,1,0,0,0,0,1,0,0,0,0,80.7,1614.2,0,1614.0,80.71000000000001,1614.0,1,0,1,0,0,0,0,3,0,True,False,False,False,False,True,False
6198-ZFIOJ,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,2,75.6,402.5,0,378.0,80.5,378.0,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
5989-OMNJE,0,0,1,1,24,0,0,0,1,1,1,0,1,1,1,0,2,57.6,1367.75,0,1382.4,56.989583333333336,1382.4,5,0,1,0,0,0,0,2,0,False,False,True,False,True,False,False
4566-QVRRW,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,483.7,1,484.54999999999995,43.97272727272727,484.54999999999995,0,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
1291-CUOCY,1,0,1,0,72,1,1,1,0,1,1,1,1,1,2,1,1,110.6,7962.2,0,7963.2,110.58611111111111,7963.2,5,0,0,0,1,0,1,1,0,False,True,False,False,False,True,False
9795-SHUHB,0,0,1,1,66,1,0,0,1,1,0,1,0,0,2,1,1,58.2,3810.8,0,3841.2000000000003,57.73939393939394,3841.2000000000003,3,0,0,0,1,0,0,1,0,False,True,False,False,True,False,False
3230-IUALN,0,0,1,1,45,1,0,0,1,0,1,1,1,1,2,1,3,81.0,3533.6,0,3645.0,78.52444444444444,3645.0,5,0,0,1,0,0,0,1,0,False,False,False,True,True,False,False
0042-RLHYP,0,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,0,19.7,1396.9,0,1359.3,20.244927536231884,1359.3,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
8519-IMDHU,1,1,1,0,15,1,1,1,0,0,0,0,0,1,0,1,0,85.6,1345.55,1,1284.0,89.70333333333333,1284.0,1,0,1,0,0,0,0,3,1,True,False,False,False,False,True,False
4945-RVMTE,0,0,0,0,28,1,0,0,0,0,1,0,1,0,0,1,0,59.55,1646.45,0,1667.3999999999999,58.801785714285714,1667.3999999999999,2,0,0,1,0,0,0,3,0,True,False,False,False,True,False,False
0201-OAMXR,0,0,0,0,70,1,1,1,1,1,1,1,1,1,1,0,1,115.55,8127.6,1,8088.5,116.10857142857144,8088.5,6,0,0,0,1,0,1,2,0,False,True,False,False,False,True,False
1866-NXPSP,0,0,0,0,36,1,0,0,1,1,1,1,0,1,1,1,3,75.55,2680.15,0,2719.7999999999997,74.44861111111112,2719.7999999999997,5,0,0,1,0,0,0,2,0,False,False,False,True,True,False,False
3372-KWFBM,1,1,0,0,16,1,1,1,0,0,0,0,1,0,0,1,2,86.6,1281.0,1,1385.6,80.0625,1385.6,1,0,1,0,0,0,0,3,0,False,False,True,False,False,True,False
7831-QGOXH,0,0,0,0,18,1,1,1,0,0,0,0,1,0,0,1,2,85.2,1553.9,1,1533.6000000000001,86.32777777777778,1533.6000000000001,1,0,1,0,0,0,0,3,0,False,False,True,False,False,True,False
6393-WRYZE,0,0,1,0,34,1,1,1,0,0,0,0,1,1,0,1,2,97.65,3207.55,1,3320.1000000000004,94.33970588235294,3320.1000000000004,2,0,0,1,0,0,1,3,0,False,False,True,False,False,True,False
3941-XTSKM,1,0,1,1,42,0,0,0,0,1,1,0,0,1,1,1,1,45.1,2049.05,0,1894.2,48.786904761904765,1894.2,3,0,0,1,0,0,0,2,0,False,True,False,False,True,False,False
1661-CZBAU,1,0,0,0,48,1,1,0,1,0,0,1,0,1,1,1,0,70.95,3629.2,0,3405.6000000000004,75.60833333333333,3405.6000000000004,3,0,0,1,0,0,0,2,0,True,False,False,False,True,False,False
6599-RCLCJ,1,0,1,0,47,1,1,1,0,1,1,1,1,1,0,1,2,109.55,5124.55,1,5148.849999999999,109.03297872340426,5148.849999999999,5,0,0,1,0,0,1,3,0,False,False,True,False,False,True,False
9831-BPFRI,0,0,1,1,39,1,1,1,0,1,1,1,0,0,1,1,2,89.55,3474.45,1,3492.45,89.08846153846153,3492.45,3,0,0,1,0,0,0,2,0,False,False,True,False,False,True,False
5158-RIVOP,0,0,1,1,11,1,0,2,0,0,0,0,0,0,2,0,1,20.9,202.3,0,229.89999999999998,18.39090909090909,229.89999999999998,0,1,0,0,0,1,0,1,0,False,True,False,False,False,False,True
9788-YTFGE,1,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,3,19.95,147.5,0,139.65,21.071428571428573,139.65,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
9277-JOOMO,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,3,24.6,86.35,0,73.80000000000001,28.78333333333333,73.80000000000001,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
1907-YLNYW,1,0,0,0,8,1,0,0,1,0,1,0,0,1,0,1,2,66.7,579.0,0,533.6,72.375,533.6,3,1,0,0,0,0,0,3,0,False,False,True,False,True,False,False
1725-MIMXW,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,3,19.45,19.45,1,19.45,19.45,19.45,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
8947-YRTDV,1,0,1,1,32,1,0,1,1,1,1,0,0,1,1,0,3,94.8,3131.55,0,3033.6,97.8609375,3033.6,4,0,0,1,0,0,1,2,0,False,False,False,True,False,True,False
3161-ONRWK,1,0,1,1,60,1,0,0,1,1,1,1,0,0,1,1,0,65.85,3928.3,0,3950.9999999999995,65.47166666666666,3950.9999999999995,4,0,0,0,1,0,0,2,0,True,False,False,False,True,False,False
0114-RSRRW,0,0,1,0,10,1,0,2,0,0,0,0,0,0,0,1,0,19.95,187.75,0,199.5,18.775,199.5,0,1,0,0,0,1,0,3,0,True,False,False,False,False,False,True
4565-NLZBV,0,0,1,0,71,1,1,2,0,0,0,0,0,0,2,1,0,24.65,1710.15,0,1750.1499999999999,24.086619718309862,1750.1499999999999,0,0,0,0,1,1,0,1,0,True,False,False,False,False,False,True
0031-PVLZI,0,0,1,1,4,1,0,2,0,0,0,0,0,0,0,0,3,20.35,76.35,1,81.4,19.0875,81.4,0,1,0,0,0,1,0,3,0,False,False,False,True,False,False,True
7206-GZCDC,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,1,69.25,69.25,69.25,0,1,0,0,0,0,0,3,0,False,False,True,False,False,True,False
6682-VCIXC,0,0,1,1,43,0,0,0,1,1,0,1,1,0,1,1,0,51.25,2151.6,0,2203.75,50.03720930232558,2203.75,4,0,0,1,0,0,0,2,0,True,False,False,False,True,False,False
4791-QRGMF,1,0,1,0,59,1,1,1,0,0,1,0,1,1,1,1,0,99.5,5961.1,1,5870.5,101.035593220339,5870.5,3,0,0,0,1,0,1,2,0,True,False,False,False,False,True,False
